,company,edu,experience,gzxz,kind,number,place,pourtime,require,salary,url,zhiwei
20,网易集团 ,本科,3-5年,全职,高级软件工程师,1人 ,杭州,15天前,"职位描述:1. 负责新一代互联网数据分析产品数据架构设计、规划和研发工作；2. 负责海量数据的建模、处理、分析和挖掘工作；3. 负责实时系统的设计和开发工作；任职资格：1. 熟练掌握 Java 编程语言，并熟悉 Shell，Python 等一门以上脚本语言；2. 熟悉 Linux/Unix 环境，有 Hadoop、Spark 框架开发经验；3. 有 Spark 或 Impala 使用和优化经验者优先； 4. 逻辑思维能力强，对数据敏感，对新技术有较强的求知欲望；5. 3 年以上工作经验，有大型互联网公司从业经验优先；
                        


查看职位地图",面议,http://jobs.zhaopin.com/147576908253591.htm,资深数据开发工程师（互联网分析）-杭州研究院883(职位编号：J163954)
21,网易集团 ,本科,3-5年,全职,其他,3人 ,杭州,15天前,"职位描述:1、结合业务日常看数和分析需求，设计并优化数据报表；2、紧跟业务变化，在关键节点进行深入分析，为业务策略制定、效果评估和策略优化提供洞见3、定期进行经营状况的全面诊断，发现业务问题和机会点，为上层决策提供参考4、基于业务需求和数据价值洞察，设计并落地数据服务，推动数据化运营任职资格：1、数学、 统计学、经济学、计算机等相关专业，本科及以上学历，2年以上数据分析工作经验，零售、供应链、电商行业背景优先2、对数据敏感， 具有缜密的逻辑思维能力、数据洞察能力和沟通协调能力；3、具有探索精神，从数据中发现问题和机会点以支持经营决策；3、责任心强，细致认真，能承受较强的工作压力，热爱数据分析工作4、熟练使用Excel、PPT、数据分析软件R/python、SQL，有较好的文字、数据、图表呈现能力
                        


查看职位地图",面议,http://jobs.zhaopin.com/147576908253102.htm,资深数据分析工程师-邮件事业部103(职位编号：J163361)
22,上海航傲信息科技有限公司 ,大专,不限,全职,系统分析员,5人 ,杭州,15天前,"工作职责：1、 梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化；2、 负责WEB 端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议；3、 与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求；4、 监控用户服务部日常运营及业务指标，及时对异常情况进行预警；5、 及时完成领导交办的其他任务。任职要求1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业；2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神；3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能；4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。

工作地址：

                            上海徐汇区漕溪路",6001-8000元/月,http://jobs.zhaopin.com/585575226253069.htm,数据分析师 包食宿170613
23,浙江神汽电子商务有限公司 ,本科,不限,全职,系统分析员,2人 ,杭州,2017-08-30,"职位描述：1. 满足销售、运营、财务等部门的日常数据需求；2. 为公司决策提供数据支持；3. 挖掘数据价值。职位要求：1．本科及以上学历，1年以上数据分析相关经验；2. 熟悉数据库(MySQL)，精通SQL查询、电子表格；3. 有java/python开发经验，网络爬虫及内容采集经验优先；4．有数据挖掘、自然语言处理、信息检索、机器学习背景的优先。5. 有阿里巴巴、淘宝、天猫等大型电商平台工作经验优先录用。

工作地址：

                            杭州余杭五常大道156号西溪创意园2号楼
                            
                            查看职位地图",8000-15000元/月,http://jobs.zhaopin.com/325438986250004.htm,数据分析
24,杭州天与佳科技有限公司 ,大专,不限,全职,系统分析员,6人 ,杭州-西湖区,15天前,"岗位职责：1，开展电力信息系统的现场实施及运维工作，协调用户，开发人员，运维人员，完成计划制定、项目跟踪、问题处理等工作。2，根据用户需求，协助用户完成基础数据维护，为用户提供数据初始化，数据迁移，数据核查，指标考核等服务。3，工作内容：统计，线损，调度平台。会查询，删除脚本，PPT等办公软件熟练4，监控：配网设置，解决故障 。分析：数据分析任职要求：计算机专业或电气自动化专业。一年以上经验，优秀应届毕业生也可考虑。性格开朗，沟通能力强。双休本公司所有职位，必须是已毕业（在学信网上查询记录显示：已毕业）未领取毕业证的，请勿投递，谢谢！

工作地址：

                            西湖区工专路黄龙国际中心G座1605
                            
                            查看职位地图",3500-5000元/月,http://jobs.zhaopin.com/255138535250069.htm,电力实施/数据分析/数据统计
25,朗新科技股份有限公司 ,硕士,5-10年,全职,系统分析员,1人 ,杭州,15天前,"岗位职责：?承担公司资深大数据分析师角色。负责电力营销海量数据的深度挖掘与分析，做为技术骨干牵头开展大数据模型研发相关工作。工作内容主要包括协助业务建模，主导大数据分析技术方案制订、技术交流、模型设计与开发（不包含应用开发）等工作。负责领域主要包含：1、电量预测、投诉行为预测等商业预测模型研发；2、信用、风控、画像等分析模型研发；3、个性化推荐、自然语言处理等其他类型模型研发。任职要求：1、精通连续值预测、客户标签、行为/事件预测、个性化推荐、自然语言处理等业务问题的模型设计与研发实现，精通上述需求相关统计分析技术、机器学习算法应用。2、具备丰富的实战项目经验，熟悉项目技术风险评估。3、精通至少一种开发语言，如R、PYTHON、SPARK等。4、有电力行业或类似行业大数据分析项目经验者优先。5、具备较强的业务理解与转化能力，准确理解业务人员的需求，转化为技术问题开展工作。6、具备强烈的成就感，致力于以技术价值推动公司业务成长。大数据分析相关专业硕士/博士，如计量经济学、统计学或其他相关专业。

工作地址：

                            杭州市文三路90号东部软件园科技大厦1层
                            
                            查看职位地图",15000-30000元/月,http://jobs.zhaopin.com/633142422250000.htm,资深大数据分析师
26,浙江天地人科技有限公司 ,本科,1-3年,全职,系统分析员,6人 ,杭州,前天,"岗位职责：1. 基于hadoop/Spark大数据平台，对海量数据进行针对性地深度挖掘，满足实际场景下的业务分析需求；2. 根据行业需求选择和设计相关的分析算法、构建数学模型，并提供数据分析决策的技术性支持；3. 根据平台样本和生产数据进行算法校验及优化，通过机器学习分析用户行为习惯趋势，并对异常特征做出预警；4. 协同开发团队将模型算法或分析成果应用到实际业务系统中，并通过可视化工具进行数据分析成果展示；5. 参与项目市场或平台需求的调研、分析及设计，整理提供相应的技术可行性设计方案或数据分析报告；任职要求：1. 统计学、数学或计算机等相关专业，本科及以上学历，至少2年以上数据分析工作经验；2. 熟悉数理统计分析方法、数学挖掘分类算法，了解机器学习和神经网络相关开发技术；3. 至少能够熟练使用一种数据分析开发工具，比如R、SAS、SPSS、ML等，熟悉SQL/NOSQL数据库；4. 有分布式数据处理平台经验（hadoop、spark）优先，对数据建模分析有独到的见解优先；5. 具备良好的逻辑分析能力，善于沟通和表达，有很强的责任心，能承受较大工作压力；

工作地址：

                            杭州市滨江区诚高大厦18楼
                            
                            查看职位地图",20001-30000元/月,http://jobs.zhaopin.com/675864428250609.htm,大数据分析工程师
27,上海知稞网络科技有限公司 ,大专,不限,全职,系统分析员,2人 ,杭州-西湖区,15天前,"岗位职责：1、负责项目的需求调研、数据分析、商业分析和数据挖掘模型等，通过对用户的行为进行分析了解用户的需求；2、参与业务部门临时数据分析需求的调研、分析及实现；3、参与数据挖掘模型的构建、维护、部署和评估；4、整理编写商业数据分析报告，及时发现和分析其中隐含的变化和问题，为业务发展提供决策支持；5、派驻或对口支持业务部门提供数据分析服务，与业务部门合作开展业务专题分析。任职要求：1、大专学历；2、能承受工作压力，善于学习；3、熟练应用EXCEL、ACESS等办公软件；4、有经验者优先。薪资待遇：月薪5500＋绩效奖金＋福利补贴＋周末双休；上班时间为5天7小时（朝九晚五）社会保险（养老、医疗、工伤、失业、生育 ）；商业保险；高比例的住房公积金；丰厚的过节费、餐贴；享有年假、产假、婚假、丧假以及国家规定节假日；年终双薪、丰厚的年终奖；其他：生日礼物，结婚礼金，生育礼金、员工体检、公司组织的相关活动；提供培训，为员工的职业生涯提供更广阔的舞台。

工作地址：

                            杭州市-西湖区",6001-8000元/月,http://jobs.zhaopin.com/436533583250076.htm,数据分析/底薪5500/带薪年假
28,中移在线服务有限公司 ,本科,3-5年,全职,其他,1人 ,杭州,15天前,"岗位职责:薪资面议1、规划省分公司大数据的应用架构，结合业务场景设计模型；2、规划自有的大数据平台，并在总部的数据集市和PAAS平台上开展数据建模，满足分公司自主分析需求，从而能够充分体现数据分析在提高服务质量和效能等方面的价值。
任职资格:1、全日制本科及以上学历，三年及以上工作经验。计算机、软件、通信相关知识背景；2、精通数据库操作,熟悉JDBC、ODBC应用开发原理;熟练掌握Hadoop平台的相关开发技术（Hbase/Spark/Storm等）;3、理解大数据平台基础原理,如分布式文件存储、MapReduce计算框架等;4、有电信BI应用开发经验、Hadoop平台开发经验者优先。

工作地址：

                            杭州
                            
                            查看职位地图",面议,http://jobs.zhaopin.com/705918026250622.htm,数据分析专家-浙江分公司-杭州(001289)(职位编号：cmos001289)
29,杭州蜂融网络科技有限公司 ,本科,3-5年,全职,数据库开发工程师,1人 ,杭州-西湖区,2017-09-05,"职位诱惑：发展迅速,全员持股,国外旅游,不打卡职位描述：【岗位名称】数据分析师【需求人数】1【重点要求】做过小额贷优先1、熟悉SQL语句，精通excel、PPT等。会使用matlab、spss等相关分析软件优先；2、对数据分析有足够的兴趣，逻辑思维清晰，善于发现问题。有经验的优先；【任资资格】1、本科或以上学历，数理科、统计学、计算机专业优先；2、善于沟通，有强烈的合作分享意识，有一定的抗压能力，在任务延期情况下能接受适当的加班。【岗位职责】1、负责公司产品的各项数据分析，包括常规业务分析、用户行为分析、渠道质量分析等；2、基于业务需求，规划数据分析平台和数据报表的设计，并跟进推动项目的进展；3、与其他各部门沟通协作，积极了解各业务，能够将数据分析结果结合业务情况提出改进建议并跟踪。

工作地址：

                            杭州市西湖区文一西路767号西溪国际商务中心D幢2楼
                            
                            查看职位地图",13000-26000元/月,http://jobs.zhaopin.com/385674937250013.htm,数据分析师
30,杭州数空科技有限公司 ,不限,不限,全职,系统架构设计师,1人 ,杭州,15天前,"岗位职责：1.参与项目的设计与研发，建立体系化的数据资产；?2.对接相关业务团队进行数据梳理，清洗并协助分析完成业务数据化管理的目标；?3.对业务团队进行数据能力输出，并且负责与业务平台进行数据对接。任职要求：1.熟悉数据仓库模型设计与ETL开发经验 ，掌握Kimball的维度建模设计方法，具备海量数据开发和建模相关经验者优先；?2.掌握实时数据开发的原理和技术，具有SPARK, STORM等开发经验者优先；3.掌握至少一种数据库开发技术：Oracle、Teradata、DB2、SQLServer、Mysql等，灵活运用SQL实现海量数据ETL加工处理；4.熟悉数据仓库领域知识和技能者优先，包括但不局限于：元数据管理、数据开发测试工具与方法、数据质量、主数据管理；5.熟练掌握一门或多门编程语言，并有大型项目建设经验者优先，重点考察Java、Python；?6.了解数据分析和数据挖掘的相关知识，对在实际项目中使用过数据分析和挖掘相关模型经验者优先；7.本科以上学历 ，有实际项目经验者优先（薪资详谈）工作地点：杭州、南京、苏州

工作地址：

                            西湖区云栖小镇中大银座5幢3楼",8000-15000元/月,http://jobs.zhaopin.com/300306589250028.htm,大数据分析师
31,杭州乐钱科技有限公司 ,本科,1-3年,全职,数据库开发工程师,1人 ,杭州-拱墅区,昨天,"工作职责：1、深入挖掘和分析海量数据，撰写分析报告；2、数据清洗、变量生成、监控数据质量；3、设计数据产品；4、配合项目计划，完成相关任务；5、完成上级安排的其他工作。职位要求：1、计算机、数学、统计学或其他理工科相关专业本科学历；2、0-2年工作经验，欢迎有潜力学习能力强的应届毕业生；3、熟练使用R、Python等数据处理工具，了解建模知识和算法；4、了解MapReduce分布式计算，有Spark、Hadoop等平台上的大数据处理经验者优先；5、熟练掌握SQL、Excel、PPT；6、优秀的数据敏感能力，敏锐而富有耐心；7、善于学习，对新技术有浓厚兴趣。

工作地址：

                            拱墅区
                            
                            查看职位地图",8001-10000元/月,http://jobs.zhaopin.com/399798329250061.htm,数据分析师
32,杭州东方网升科技股份有限公司 ,本科,3-5年,全职,数据库开发工程师,1人 ,杭州,15天前,"岗位职责：1、制作数据报告：通过数据从不同维度全面描述业务状况，完成人力资源相关的对外发布数据报告的制作；2、用户数据深度挖掘：通过深度挖掘用户数据，搭建产品用户画像，为市场发展决策提供数据支撑；3、数据驱动产品、运营：通过日常数据分析，提出产品、运营优化建议，主动推进各种转化率提升；4、业务数据报表：对公司日常经营数据进行整理和分析，为业务部门提供精准的数据支持及业务分析；岗位要求：1、熟练使用SQL，Python，Scala，R等分析工具；2、具有专业的数据分析能力，较强逻辑推理能力，和书面及口头表达能力；3、拥有良好的沟通能力和团队协作能力，具有跨团队的推进项目的能力；4、本科以上学历，3年以上相关工作经验。5、/统计学/计算机/数据分析等相关专业

工作地址：

                            浙江省杭州文一西路462号文新科技楼三楼最佳东方
                            
                            查看职位地图",8000-12000元/月,http://jobs.zhaopin.com/201242412250651.htm,数据分析师
33,杭州车栈网络科技有限公司 ,不限,不限,全职,数据库开发工程师,1人 ,杭州,昨天,"工作职责：1） ?跟踪具体业务模块的数据，完成日常报表2） ?处理业务方提出的临时需求，及时、准确地提供数据支持3） ?主动与业务方沟通，从数据角度独立分析业务中存在的问题，提出可执行的建议，推进业务更好发展4） ?对海量数据进行挖掘，构建分析模型，助力公司业务发展?职位要求：1） ?本科以上学历2） ?1-3年互联网行业数据分析经验3） ?精通Excel、SQL、hadoop/hive4） ?有处理大数据的经验5） ?熟悉R语言、tableau；熟悉数据挖掘算法、模型的优先

工作地址：

                            杭州市拱墅区花园岗街113号金通国际大厦
                            
                            查看职位地图",10000-15000元/月,http://jobs.zhaopin.com/456656383250006.htm,数据分析师JD
